profile,run_id,itnum,ncpu,ngpu,function,time_ms
profile,12846543,1,4,0,find_qtl,45903.694
profile,12846543,1,4,0,constructX,0.079
profile,12846543,1,4,0,calc_extBIC,2064.46
profile,12846543,1,4,0,calcVC,1616.081
profile,12846543,1,4,0,calcMMt,26860.518
profile,12846541,4,2,0,find_qtl,65034.061
profile,12846541,4,2,0,constructX,4667.612
profile,12846541,4,2,0,calc_extBIC,2514.91
profile,12846541,4,2,0,calcVC,1516.508
profile,12846541,3,2,0,find_qtl,64940.562
profile,12846541,3,2,0,constructX,4673.118
profile,12846541,3,2,0,calc_extBIC,2479.785
profile,12846541,3,2,0,calcVC,1477.092
profile,12846541,2,2,0,find_qtl,64892.594
profile,12846541,2,2,0,constructX,4664.351
profile,12846541,2,2,0,calc_extBIC,2563.533
profile,12846541,2,2,0,calcVC,1642.001
profile,12846541,1,2,0,invMMt,231.997
profile,12846541,1,2,0,find_qtl,65054.752
profile,12846541,1,2,0,constructX,0.088
profile,12846541,1,2,0,calc_extBIC,2540.733
profile,12846541,1,2,0,calcVC,2184.706
profile,12846541,1,2,0,calcMMt,45529.508
profile,12846540,4,1,0,find_qtl,108917.861
profile,12846540,4,1,0,constructX,4623.975
profile,12846540,4,1,0,calc_extBIC,3691.479
profile,12846540,4,1,0,calcVC,2260.794
profile,12846540,3,1,0,find_qtl,109514.803
profile,12846540,3,1,0,constructX,4651.754
